,line,X,Y
82,"['труба', 'свідчити', 'дія', 'двигун', 'люцифер', 'отож']",4.039960898968607,6.43969817223287
83,"['ракета', 'атомний', 'двигун', 'командир', 'підвести', 'далі']",6.094312381005731,-1.4673554108173774
84,"['повітря', 'продукт', 'двигун', 'результат', 'допомогти', 'міністерство']",-5.7865531220316795,7.972097611481536
85,"['пощастити', 'також', 'випадок', 'двигун', 'літак', 'малий']",0.2706538527311812,2.2403239880615793
86,"['питання', 'найближчий', 'атомний', 'двигун', 'поступово', 'водночас']",2.7532892074148756,8.012505165857824
87,"['майбутнє', 'морський', 'належати', 'атомний', 'двигун', 'англійський', 'журнал', 'також']",-0.39164152725438434,9.931494398806073
88,"['будівництво', 'морський', 'корабель', 'атомний', 'двигун', 'також']",1.3289271518491317,7.8958351770411275
89,"['будівництво', 'корабель', 'атомний', 'двигун', 'їх', 'значно']",0.5148398315624961,7.450129331221797
90,"['ніж', 'корабель', 'звичайний', 'двигун', 'наприклад', 'мільйон']",-0.06221742331439152,5.456122194071336
91,"['почути', 'працювати', 'двигун', 'автомобіль', 'марка', 'всесвіт']",-4.028526706170872,0.09545602334652062
92,"['почути', 'працювати', 'двигун', 'автомобіль', 'марка', 'мудрість', 'народний']",-3.5904873712325927,3.340908668777221
93,"['частина', 'доба', 'працювати', 'маленький', 'двигун', 'давати']",-1.9966173886334415,2.302318529778431
94,"['ідея', 'ракета', 'двигун', 'вперше', 'видатний', 'російський']",2.8024052183712365,10.115482443454264
95,"['інакше', 'кажучи', 'двигун', 'цікаво', 'ідея', 'захопити']",-1.9812448468779467,6.318243405097252
96,"['можливість', 'створити', 'легкий', 'потужний', 'двигун', 'тип']",5.195798546394291,7.523075375778857
